date,delay,origin_city_name,dest_city_name,origin_weather,dest_weather
2018-03-08,-24.0,"Bozeman, MT","Chicago, IL",Partially cloudy,Partially cloudy
2018-04-05,0.0,"Seattle, WA","Oakland, CA","Rain, Overcast","Rain, Overcast"
2019-05-30,-8.0,"Phoenix, AZ","Sacramento, CA",Partially cloudy,Clear
2019-03-17,-28.0,"Dallas, TX","Baltimore, MD",Clear,Partially cloudy
2019-06-14,-13.0,"St. Louis, MO","Chicago, IL","Rain, Partially cloudy","Rain, Partially cloudy"
2019-09-11,-4.0,"Newport News-Williamsburg, VA","Philadelphia, PA",Clear,"Rain, Partially cloudy"
2018-12-17,-32.0,"Newark, NJ","Dallas-Fort Worth, TX",Overcast,Partially cloudy
2018-12-23,-15.0,"New York, NY","Madison, WI",Clear,Partially cloudy
2018-01-22,-14.0,"Salt Lake City, UT","Portland, OR",Partially cloudy,"Rain, Partially cloudy"
2019-11-20,4.0,"San Diego, CA","Los Angeles, CA","Rain, Partially cloudy","Rain, Partially cloudy"
2018-07-25,57.0,"Denver, CO","Fargo, ND","Rain, Partially cloudy","Rain, Partially cloudy"
2018-04-30,0.0,"Philadelphia, PA","Cincinnati, OH",Partially cloudy,Clear
2019-03-28,-15.0,"Reno, NV","Las Vegas, NV",Partially cloudy,Clear
2019-11-13,-2.0,"Tampa, FL","Islip, NY",Partially cloudy,Partially cloudy
2018-02-13,-35.0,"San Francisco, CA","New York, NY",Clear,Rain
2018-12-08,2.0,"Cincinnati, OH","Chicago, IL",Clear,Partially cloudy
2018-07-21,8.0,"Philadelphia, PA","Norfolk, VA","Rain, Partially cloudy","Rain, Overcast"
2019-01-26,54.0,"Denver, CO","Pittsburgh, PA",Partially cloudy,"Snow, Partially cloudy"
2019-06-02,-5.0,"Phoenix, AZ","San Jose, CA",Partially cloudy,Partially cloudy
2019-10-14,-16.0,"Chattanooga, TN","Dallas-Fort Worth, TX",Partially cloudy,Partially cloudy
2018-06-01,80.0,"Tampa, FL","Philadelphia, PA","Rain, Partially cloudy","Rain, Partially cloudy"
2018-10-02,-1.0,"Washington, DC","Nashville, TN",Partially cloudy,"Rain, Partially cloudy"
2018-03-19,22.0,"Newark, NJ","Fort Myers, FL",Partially cloudy,Partially cloudy
2018-10-07,-3.0,"Washington, DC","Orlando, FL",Partially cloudy,"Rain, Partially cloudy"
2019-12-17,-11.0,"New York, NY","Washington, DC","Rain, Partially cloudy","Rain, Partially cloudy"
2019-03-29,7.0,"Las Vegas, NV","San Francisco, CA",Clear,Partially cloudy
2019-10-09,-16.0,"Fayetteville, NC","Charlotte, NC","Rain, Partially cloudy",Partially cloudy
2018-11-16,-20.0,"Chicago, IL","Green Bay, WI",Overcast,Overcast
2018-04-17,62.0,"Seattle, WA","Lewiston, ID","Rain, Partially cloudy","Rain, Partially cloudy"
2018-05-31,22.0,"Chicago, IL","Minneapolis, MN",Partially cloudy,Partially cloudy
2019-07-23,1.0,"Minneapolis, MN","Memphis, TN",Clear,Clear
2018-08-28,-18.0,"Denver, CO","Dallas-Fort Worth, TX",Partially cloudy,Clear
2019-08-27,-8.0,"Charlotte, NC","Greenville, NC","Rain, Partially cloudy",Partially cloudy
2019-05-23,22.0,"Atlanta, GA","Minneapolis, MN",Partially cloudy,Partially cloudy
2019-03-18,-26.0,"Indianapolis, IN","Chicago, IL",Partially cloudy,Partially cloudy
2019-03-22,-25.0,"Salt Lake City, UT","San Diego, CA","Rain, Partially cloudy",Partially cloudy
2018-11-29,-6.0,"Chicago, IL","Seattle, WA",Overcast,Partially cloudy
2019-02-22,50.0,"Chattanooga, TN","Atlanta, GA","Rain, Overcast","Rain, Overcast"
2019-10-23,-10.0,"San Francisco, CA","Denver, CO",Clear,"Snow, Partially cloudy"
2019-05-25,-8.0,"Atlanta, GA","Indianapolis, IN",Clear,"Rain, Partially cloudy"
2018-11-06,-9.0,"Dallas-Fort Worth, TX","Longview, TX",Partially cloudy,Partially cloudy
2019-09-22,-19.0,"Cincinnati, OH","Newark, NJ",Clear,Partially cloudy
2019-08-02,-11.0,"Dallas-Fort Worth, TX","Charlotte, NC",Clear,"Rain, Partially cloudy"
2018-07-07,-13.0,"Phoenix, AZ","Austin, TX",Partially cloudy,"Rain, Partially cloudy"
2019-04-11,-11.0,"Charlotte, NC","Daytona Beach, FL",Partially cloudy,Partially cloudy
2019-09-14,13.0,"Washington, DC","Syracuse, NY",Overcast,"Rain, Partially cloudy"
2018-11-13,17.0,"Oakland, CA","Dallas-Fort Worth, TX",Partially cloudy,Partially cloudy
2019-04-14,-5.0,"Minneapolis, MN","San Francisco, CA",Partially cloudy,Partially cloudy
2019-04-23,-12.0,"Atlanta, GA","Tampa, FL",Partially cloudy,Clear
2019-12-17,-17.0,"Memphis, TN","Phoenix, AZ",Partially cloudy,Clear
2018-04-26,-1.0,"Dallas-Fort Worth, TX","Huntsville, AL",Clear,"Rain, Partially cloudy"
2019-06-12,-15.0,"Newark, NJ","Pittsburgh, PA",Partially cloudy,Rain
2018-10-26,45.0,"Charlotte, NC","Lynchburg, VA","Rain, Overcast","Rain, Partially cloudy"
2019-03-02,24.0,"Houston, TX","San Diego, CA","Rain, Overcast","Rain, Partially cloudy"
2019-10-07,-23.0,"Raleigh-Durham, NC","Portland, ME",Partially cloudy,"Rain, Partially cloudy"
2018-04-28,43.0,"Boston, MA","New York, NY",Partially cloudy,Rain
2019-10-04,14.0,"Tampa, FL","Newark, NJ",Partially cloudy,"Rain, Partially cloudy"
2019-05-24,18.0,"Los Angeles, CA","Las Vegas, NV",Clear,Partially cloudy
2019-07-09,1.0,"Atlanta, GA","Daytona Beach, FL",Partially cloudy,"Rain, Partially cloudy"
2018-05-25,-4.0,"Denver, CO","Cody, WY",Partially cloudy,Clear
2019-08-22,7.0,"Sacramento, CA","Santa Ana, CA",Clear,Partially cloudy
2019-10-30,-26.0,"San Francisco, CA","Chicago, IL",Clear,"Snow, Overcast"
2018-05-14,87.0,"Richmond, VA","Philadelphia, PA","Rain, Partially cloudy","Rain, Partially cloudy"
2019-01-09,7.0,"Chicago, IL","Green Bay, WI",Partially cloudy,Overcast
2018-04-09,10.0,"Norfolk, VA","Chicago, IL",Partially cloudy,"Rain, Overcast"
2018-06-17,-21.0,"Washington, DC","Portland, OR",Partially cloudy,"Rain, Partially cloudy"
2018-06-01,37.0,"Washington, DC","Houston, TX",Partially cloudy,Partially cloudy
2019-03-30,-4.0,"Denver, CO","Reno, NV","Snow, Partially cloudy",Partially cloudy
2019-11-10,0.0,"Chicago, IL","Minneapolis, MN","Rain, Partially cloudy",Partially cloudy
2019-01-05,-24.0,"Miami, FL","Chicago, IL","Rain, Partially cloudy",Partially cloudy
2019-11-10,-5.0,"Washington, DC","Raleigh-Durham, NC",Partially cloudy,Clear
2018-10-29,0.0,"Orlando, FL","Denver, CO",Clear,Partially cloudy
2018-11-20,-2.0,"Phoenix, AZ","Tulsa, OK",Partially cloudy,Clear
2018-05-10,14.0,"Spokane, WA","Chicago, IL","Rain, Partially cloudy",Partially cloudy
2018-03-20,-27.0,"Los Angeles, CA","Philadelphia, PA",Partially cloudy,"Snow, Partially cloudy"
2018-09-26,-8.0,"Washington, DC","Rochester, NY","Rain, Partially cloudy","Rain, Overcast"
2019-03-15,31.0,"New York, NY","Syracuse, NY","Rain, Partially cloudy","Snow, Partially cloudy"
2018-09-23,11.0,"Pittsburgh, PA","Punta Gorda, FL",Partially cloudy,"Rain, Partially cloudy"
2019-01-24,-15.0,"Kansas City, MO","Atlanta, GA",Partially cloudy,"Rain, Partially cloudy"
2019-02-05,-7.0,"Dallas-Fort Worth, TX","New York, NY",Partially cloudy,Rain
2018-02-23,1.0,"Dallas-Fort Worth, TX","Peoria, IL","Rain, Overcast","Rain, Partially cloudy"
2019-05-29,2.0,"Houston, TX","Orlando, FL",Partially cloudy,Clear
2019-08-04,-14.0,"Denver, CO","Oklahoma City, OK",Partially cloudy,Partially cloudy
2019-01-13,13.0,"Los Angeles, CA","New Orleans, LA",Clear,Partially cloudy
2018-07-24,-6.0,"Boston, MA","Charleston, SC",Partially cloudy,"Rain, Partially cloudy"
2018-11-11,1.0,"Miami, FL","Gainesville, FL","Rain, Partially cloudy",Partially cloudy
2019-08-29,1.0,"Houston, TX","Wichita, KS","Rain, Partially cloudy",Partially cloudy
2018-11-11,-22.0,"Seattle, WA","San Francisco, CA",Partially cloudy,Partially cloudy
2018-03-25,41.0,"Newark, NJ","Miami, FL",Partially cloudy,Clear
2018-08-28,-1.0,"Los Angeles, CA","Honolulu, HI",Partially cloudy,"Rain, Partially cloudy"
2018-07-21,1.0,"San Antonio, TX","Denver, CO",Clear,Partially cloudy
2019-03-27,-9.0,"Fort Lauderdale, FL","Tampa, FL",Partially cloudy,Partially cloudy
2018-04-17,-19.0,"Boston, MA","New York, NY",Partially cloudy,Rain
2018-03-05,-15.0,"Philadelphia, PA","San Antonio, TX",Partially cloudy,Partially cloudy
2018-08-19,-1.0,"Atlanta, GA","Seattle, WA","Rain, Partially cloudy",Clear
2018-05-10,-12.0,"Chicago, IL","Los Angeles, CA",Partially cloudy,Partially cloudy
2019-04-06,30.0,"Amarillo, TX","Dallas-Fort Worth, TX",Rain,"Rain, Partially cloudy"
2019-03-10,-5.0,"Tulsa, OK","Dallas-Fort Worth, TX","Rain, Partially cloudy",Partially cloudy
2019-06-03,-35.0,"Dallas, TX","Los Angeles, CA","Rain, Partially cloudy",Partially cloudy
2019-06-02,-8.0,"Seattle, WA","Bellingham, WA",Clear,Clear
2019-08-10,-13.0,"Chicago, IL","Pittsburgh, PA",Partially cloudy,Partially cloudy
2019-12-01,-12.0,"St. Louis, MO","Charlotte, NC",Partially cloudy,"Rain, Partially cloudy"
2019-10-27,-20.0,"Ontario, CA","Denver, CO",Partially cloudy,"Snow, Partially cloudy"
2018-10-27,-22.0,"Bozeman, MT","Denver, CO","Rain, Partially cloudy",Partially cloudy
2018-08-08,-12.0,"Phoenix, AZ","Chicago, IL","Rain, Partially cloudy","Rain, Partially cloudy"
2019-04-05,-22.0,"Minneapolis, MN","Seattle, WA",Overcast,"Rain, Partially cloudy"
2018-06-21,54.0,"Austin, TX","Lubbock, TX",Partially cloudy,Partially cloudy
2018-03-07,-2.0,"Baltimore, MD","West Palm Beach-Palm Beach, FL","Snow, Partially cloudy","Rain, Partially cloudy"
2018-07-20,5.0,"Ontario, CA","Phoenix, AZ",Partially cloudy,Partially cloudy
2018-10-08,146.0,"Bristol-Johnson City-Kingsport, TN","Charlotte, NC",Partially cloudy,"Rain, Partially cloudy"
2019-11-12,-15.0,"Atlanta, GA","Los Angeles, CA","Rain, Partially cloudy",Partially cloudy
2018-06-06,14.0,"Honolulu, HI","Los Angeles, CA","Rain, Partially cloudy",Partially cloudy
2019-04-18,28.0,"Raleigh-Durham, NC","Dallas-Fort Worth, TX",Partially cloudy,"Rain, Partially cloudy"
2019-08-10,8.0,"Daytona Beach, FL","Atlanta, GA",Partially cloudy,"Rain, Partially cloudy"
2018-10-05,-16.0,"Charleston, SC","Charlotte, NC",Clear,Partially cloudy
2019-02-06,22.0,"Charlotte, NC","Montgomery, AL",Partially cloudy,Partially cloudy
2018-02-28,-17.0,"Los Angeles, CA","Las Vegas, NV",Clear,Partially cloudy
2019-04-12,-18.0,"Baltimore, MD","Denver, CO","Rain, Partially cloudy","Snow, Partially cloudy"
2018-11-04,-14.0,"Richmond, VA","Dallas-Fort Worth, TX",Partially cloudy,Clear
2019-12-22,6.0,"Jacksonville, FL","Dallas-Fort Worth, TX","Rain, Partially cloudy",Partially cloudy
2019-02-10,-55.0,"Los Angeles, CA","New York, NY","Rain, Partially cloudy",Snow
2018-10-26,66.0,"Tampa, FL","Baltimore, MD","Rain, Partially cloudy","Rain, Partially cloudy"
2018-11-17,-16.0,"Santa Ana, CA","Seattle, WA",Partially cloudy,Clear
2019-09-12,-8.0,"Seattle, WA","Boise, ID","Rain, Partially cloudy",Clear
2019-01-14,-6.0,"Miami, FL","Charlotte, NC",Partially cloudy,Partially cloudy
2018-06-21,16.0,"Seattle, WA","Boise, ID",Partially cloudy,Partially cloudy
2019-11-18,-36.0,"New York, NY","Buffalo, NY","Rain, Partially cloudy",Partially cloudy
2019-07-03,-13.0,"Los Angeles, CA","Phoenix, AZ",Partially cloudy,Clear
2018-05-05,1.0,"New Orleans, LA","Los Angeles, CA","Rain, Partially cloudy",Clear
2018-09-21,-12.0,"Minneapolis, MN","Detroit, MI","Rain, Partially cloudy",Clear
2019-09-08,-29.0,"New York, NY","Dallas-Fort Worth, TX",Clear,Clear
2019-12-03,-1.0,"Los Angeles, CA","Charlotte, NC","Rain, Partially cloudy",Partially cloudy
2018-05-30,-3.0,"Raleigh-Durham, NC","Los Angeles, CA","Rain, Partially cloudy",Overcast
2018-10-12,-12.0,"Denver, CO","Los Angeles, CA",Partially cloudy,"Rain, Partially cloudy"
2018-06-19,-8.0,"Dallas-Fort Worth, TX","Las Vegas, NV","Rain, Overcast",Clear
2019-04-05,0.0,"Houston, TX","Atlanta, GA",Partially cloudy,"Rain, Partially cloudy"
2019-10-05,-11.0,"Washington, DC","Phoenix, AZ",Partially cloudy,Clear
2018-12-18,-23.0,"Atlanta, GA","Omaha, NE",Partially cloudy,Partially cloudy
2019-08-20,-1.0,"Baltimore, MD","Nashville, TN",Partially cloudy,"Rain, Partially cloudy"
2019-04-13,2.0,"Buffalo, NY","Baltimore, MD",Partially cloudy,"Rain, Partially cloudy"
2019-08-10,-10.0,"Philadelphia, PA","Boston, MA",Partially cloudy,Partially cloudy
2019-03-25,-5.0,"Austin, TX","Houston, TX",Partially cloudy,Partially cloudy
2018-11-09,-1.0,"Seattle, WA","Dallas-Fort Worth, TX","Rain, Partially cloudy","Rain, Partially cloudy"
2019-11-20,36.0,"Denver, CO","Houston, TX","Rain, Partially cloudy",Partially cloudy
2019-01-08,-9.0,"Baltimore, MD","Minneapolis, MN","Rain, Partially cloudy",Partially cloudy
2018-11-19,4.0,"Dallas-Fort Worth, TX","Lexington, KY",Partially cloudy,"Rain, Partially cloudy"
2019-07-26,150.0,"Miami, FL","San Juan, PR","Rain, Partially cloudy","Rain, Partially cloudy"
2019-05-21,14.0,"Denver, CO","San Jose, CA","Snow, Partially cloudy","Rain, Partially cloudy"
2019-05-21,137.0,"San Francisco, CA","Denver, CO","Rain, Partially cloudy","Snow, Partially cloudy"
2018-06-26,-13.0,"Los Angeles, CA","Newark, NJ",Partially cloudy,Partially cloudy
2019-01-12,54.0,"Kansas City, MO","Chicago, IL","Snow, Partially cloudy","Snow, Overcast"
2018-02-05,19.0,"Ontario, CA","Oakland, CA",Clear,Partially cloudy
2018-01-24,-5.0,"Philadelphia, PA","Nashville, TN",Partially cloudy,Partially cloudy
2018-05-27,-16.0,"Little Rock, AR","Houston, TX",Partially cloudy,Partially cloudy
2018-07-28,20.0,"Washington, DC","Portland, ME",Partially cloudy,"Rain, Partially cloudy"
2018-08-14,9.0,"Washington, DC","Las Vegas, NV",Partially cloudy,Clear
2019-01-01,11.0,"Lansing, MI","Chicago, IL","Snow, Overcast","Snow, Overcast"
2018-10-01,-9.0,"Burbank, CA","Oakland, CA",Clear,Partially cloudy
2019-04-08,0.0,"Birmingham, AL","Charlotte, NC","Rain, Partially cloudy","Rain, Partially cloudy"
2018-10-16,2.0,"Santa Ana, CA","Las Vegas, NV",Clear,Partially cloudy
2018-02-20,2.0,"Baltimore, MD","Charlotte, NC",Partially cloudy,Partially cloudy
2019-09-02,54.0,"Chicago, IL","Boston, MA",Partially cloudy,"Rain, Partially cloudy"
2018-02-09,-1.0,"Dallas-Fort Worth, TX","Raleigh-Durham, NC",Partially cloudy,Partially cloudy
2019-02-15,-8.0,"Hartford, CT","Detroit, MI",Partially cloudy,Partially cloudy
2018-03-18,-20.0,"Chicago, IL","Las Vegas, NV",Partially cloudy,Partially cloudy
2019-04-24,-10.0,"New Orleans, LA","Houston, TX",Partially cloudy,"Rain, Partially cloudy"
2019-09-08,-11.0,"Raleigh-Durham, NC","Tampa, FL",Partially cloudy,Partially cloudy
2019-04-03,-13.0,"Los Angeles, CA","San Jose, CA",Partially cloudy,Partially cloudy
2019-07-09,67.0,"Chicago, IL","Scranton-Wilkes-Barre, PA",Partially cloudy,Partially cloudy
2019-06-15,0.0,"Milwaukee, WI","Minneapolis, MN",Partially cloudy,"Rain, Partially cloudy"
2018-07-17,-14.0,"Minneapolis, MN","Flint, MI",Partially cloudy,Clear
2018-11-22,-15.0,"Austin, TX","Chicago, IL",Overcast,Partially cloudy
2019-11-12,14.0,"Atlanta, GA","Minneapolis, MN","Rain, Partially cloudy",Partially cloudy
2019-11-23,-18.0,"St. Petersburg, FL","Appleton, WI",Clear,Clear
2018-11-16,54.0,"Seattle, WA","San Francisco, CA","Rain, Overcast",Partially cloudy
2018-12-09,20.0,"Orlando, FL","Miami, FL","Rain, Partially cloudy","Rain, Partially cloudy"
2018-06-09,86.0,"Philadelphia, PA","Raleigh-Durham, NC","Rain, Partially cloudy",Partially cloudy
2018-02-13,-1.0,"Phoenix, AZ","Kansas City, MO",Partially cloudy,Partially cloudy
2019-05-01,-3.0,"Albuquerque, NM","Phoenix, AZ",Partially cloudy,Partially cloudy
2018-12-04,6.0,"Philadelphia, PA","Dallas-Fort Worth, TX",Partially cloudy,Partially cloudy
2019-04-13,-17.0,"Las Vegas, NV","San Jose, CA",Clear,Partially cloudy
2018-06-03,-7.0,"Dallas-Fort Worth, TX","Newark, NJ",Partially cloudy,"Rain, Overcast"
2018-12-21,17.0,"Ontario, CA","San Francisco, CA",Partially cloudy,"Rain, Partially cloudy"
2018-10-21,9.0,"Dallas, TX","San Diego, CA",Partially cloudy,Partially cloudy
2018-04-13,0.0,"Chicago, IL","Manchester, NH","Rain, Overcast",Partially cloudy
2019-06-01,100.0,"Atlanta, GA","St. Louis, MO",Partially cloudy,Rain
2019-02-27,9.0,"Portland, OR","Las Vegas, NV",Overcast,Clear
2018-11-26,10.0,"New Orleans, LA","Dallas-Fort Worth, TX",Partially cloudy,Clear
2018-08-28,-4.0,"Dallas-Fort Worth, TX","Ontario, CA",Clear,Partially cloudy
2019-02-26,1.0,"San Jose, CA","Santa Ana, CA","Rain, Partially cloudy",Partially cloudy
2018-04-07,5.0,"Houston, TX","Denver, CO","Rain, Overcast",Partially cloudy
2018-01-14,-26.0,"Indianapolis, IN","Houston, TX","Snow, Partially cloudy",Clear
2018-08-15,28.0,"Anchorage, AK","Juneau, AK","Rain, Overcast","Rain, Overcast"
2018-06-14,-5.0,"Abilene, TX","Dallas-Fort Worth, TX",Clear,Clear
2018-03-27,-19.0,"New York, NY","Raleigh-Durham, NC",Clear,"Rain, Partially cloudy"
2018-07-20,-30.0,"Montrose-Delta, CO","Denver, CO",Clear,Partially cloudy
2018-09-27,-5.0,"Los Angeles, CA","Atlanta, GA",Clear,"Rain, Partially cloudy"
2019-01-25,-8.0,"Sacramento, CA","San Francisco, CA",Clear,Clear
2018-12-02,13.0,"Sacramento, CA","Portland, OR",Clear,"Rain, Partially cloudy"
2019-06-30,-3.0,"Dallas-Fort Worth, TX","Lexington, KY",Partially cloudy,Partially cloudy
2018-02-26,8.0,"Cincinnati, OH","Chicago, IL",Clear,Clear
2018-05-25,-19.0,"Detroit, MI","Boston, MA",Clear,Partially cloudy
2019-09-07,-8.0,"Las Vegas, NV","San Antonio, TX",Clear,Clear
2018-01-08,-35.0,"Los Angeles, CA","Portland, OR","Rain, Overcast","Rain, Partially cloudy"
2019-04-15,-8.0,"Grand Rapids, MI","Detroit, MI","Snow, Partially cloudy","Rain, Partially cloudy"
2019-04-22,-20.0,"Dallas-Fort Worth, TX","Sioux City, IA",Partially cloudy,"Rain, Overcast"
2018-02-16,-17.0,"Sacramento, CA","Denver, CO",Clear,Partially cloudy
2018-03-14,-8.0,"Albany, NY","Washington, DC","Snow, Overcast",Partially cloudy
2019-04-11,-35.0,"Boston, MA","Orlando, FL",Partially cloudy,Partially cloudy
2019-10-30,74.0,"New York, NY","Nashville, TN","Rain, Partially cloudy","Rain, Partially cloudy"
2019-03-07,2.0,"Atlanta, GA","Chicago, IL",Partially cloudy,Partially cloudy
2018-08-12,-1.0,"Chicago, IL","Atlanta, GA",Clear,Partially cloudy
2019-05-22,-12.0,"Atlanta, GA","Bloomington-Normal, IL",Partially cloudy,"Rain, Partially cloudy"
2018-07-03,-30.0,"Boston, MA","Dallas-Fort Worth, TX","Rain, Partially cloudy",Clear
2018-11-19,-10.0,"New York, NY","Nashville, TN",Partially cloudy,Overcast
2019-05-10,-15.0,"Gulfport-Biloxi, MS","Charlotte, NC","Rain, Partially cloudy","Rain, Partially cloudy"
2018-02-10,16.0,"Los Angeles, CA","Monterey, CA",Partially cloudy,Clear
2019-04-22,-17.0,"Atlanta, GA","Gainesville, FL",Clear,Clear
2019-01-17,-5.0,"Phoenix, AZ","Las Vegas, NV",Partially cloudy,"Rain, Partially cloudy"
2018-12-25,-12.0,"Cleveland, OH","Dallas-Fort Worth, TX",Partially cloudy,Overcast
2018-01-07,-16.0,"Columbus, OH","Detroit, MI",Partially cloudy,Partially cloudy
2018-10-16,-27.0,"Orlando, FL","Newark, NJ",Clear,"Rain, Partially cloudy"
2019-04-02,-12.0,"Madison, WI","Chicago, IL","Rain, Partially cloudy",Partially cloudy
2019-10-24,2.0,"Kalamazoo, MI","Chicago, IL",Partially cloudy,"Rain, Partially cloudy"
2019-12-08,32.0,"Bend-Redmond, OR","Las Vegas, NV",Partially cloudy,Partially cloudy
2019-06-20,72.0,"Orlando, FL","New York, NY",Rain,"Rain, Partially cloudy"
2019-10-31,-26.0,"St. Louis, MO","Philadelphia, PA","Rain, Partially cloudy","Rain, Partially cloudy"
2018-12-14,3.0,"Denver, CO","Houston, TX",Partially cloudy,Overcast
2018-07-09,3.0,"Seattle, WA","Anchorage, AK",Partially cloudy,"Rain, Partially cloudy"
2018-11-07,5.0,"New York, NY","Washington, DC",Rain,Partially cloudy
2019-01-06,-19.0,"Detroit, MI","Baltimore, MD",Partially cloudy,Partially cloudy
2019-02-24,9.0,"Los Angeles, CA","Mammoth Lakes, CA",Clear,Partially cloudy
2019-03-09,-7.0,"Newark, NJ","Burlington, VT",Partially cloudy,Clear
2018-05-01,-4.0,"Dallas-Fort Worth, TX","Houston, TX",Overcast,Partially cloudy
2019-10-06,-11.0,"Bismarck-Mandan, ND","Minneapolis, MN",Partially cloudy,Partially cloudy
2019-04-10,0.0,"New York, NY","Washington, DC",Rain,Partially cloudy
2019-02-17,-8.0,"Syracuse, NY","Detroit, MI",Partially cloudy,"Snow, Partially cloudy"
2018-09-19,-25.0,"San Francisco, CA","Detroit, MI",Partially cloudy,"Rain, Partially cloudy"
2019-02-14,88.0,"Miami, FL","San Francisco, CA",Partially cloudy,"Rain, Partially cloudy"
2019-03-03,-29.0,"Phoenix, AZ","Tampa, FL",Partially cloudy,"Rain, Partially cloudy"
2018-08-02,91.0,"Dallas-Fort Worth, TX","Detroit, MI","Rain, Partially cloudy",Partially cloudy
2018-02-06,0.0,"Charlotte, NC","Savannah, GA",Partially cloudy,Partially cloudy
2019-12-18,-17.0,"Atlanta, GA","Houston, TX",Clear,Clear
2018-03-27,-30.0,"Cleveland, OH","Charlotte, NC","Rain, Overcast",Overcast
2018-05-21,-12.0,"Reno, NV","Chicago, IL","Rain, Overcast","Rain, Overcast"
2018-06-05,10.0,"Richmond, VA","Atlanta, GA",Partially cloudy,Partially cloudy
2019-05-30,-7.0,"Chicago, IL","Columbus, OH","Rain, Partially cloudy","Rain, Partially cloudy"
2019-02-10,-16.0,"Deadhorse, AK","Barrow, AK",Partially cloudy,"Snow, Partially cloudy"
2018-08-09,-29.0,"Chicago, IL","Madison, WI","Rain, Partially cloudy","Rain, Partially cloudy"
2018-06-19,-13.0,"Washington, DC","Newark, NJ","Rain, Partially cloudy","Rain, Partially cloudy"
2018-09-04,-13.0,"Atlanta, GA","Dayton, OH",Partially cloudy,Rain
2019-07-19,181.0,"Detroit, MI","Boston, MA","Rain, Partially cloudy",Partially cloudy
2019-12-28,12.0,"Albany, NY","Atlanta, GA",Partially cloudy,"Rain, Partially cloudy"
2018-10-12,-3.0,"Raleigh-Durham, NC","Newark, NJ",Partially cloudy,"Rain, Partially cloudy"
2018-10-16,-1.0,"Chicago, IL","Portland, OR",Clear,Clear
2018-03-25,-20.0,"Anchorage, AK","Juneau, AK",Clear,Partially cloudy
2019-11-13,-25.0,"Indianapolis, IN","Chicago, IL",Partially cloudy,Partially cloudy
